,0
1784,DRUSEN
1785,NORMAL
1786,CNV
1787,DME
1788,DME
1789,NORMAL
1790,CNV
1791,DRUSEN
1792,CNV
1793,DRUSEN
1794,NORMAL
1795,CNV
1796,NORMAL
1797,DME
1798,CNV
1799,NORMAL
1800,NORMAL
1801,CNV
1802,DRUSEN
1803,CNV
1804,NORMAL
1805,DRUSEN
1806,CNV
1807,CNV
1808,DRUSEN
1809,DME
1810,CNV
1811,DRUSEN
1812,DME
1813,NORMAL
1814,CNV
1815,CNV
1816,DRUSEN
1817,NORMAL
1818,NORMAL
1819,NORMAL
1820,CNV
1821,CNV
1822,NORMAL
1823,NORMAL
1824,NORMAL
1825,CNV
1826,CNV
1827,NORMAL
1828,CNV
1829,CNV
1830,CNV
1831,CNV
1832,DRUSEN
1833,DRUSEN
1834,CNV
1835,NORMAL
1836,DRUSEN
1837,DME
1838,DRUSEN
1839,NORMAL
1840,NORMAL
1841,CNV
1842,DRUSEN
1843,NORMAL
1844,NORMAL
1845,NORMAL
1846,DME
1847,CNV
1848,DRUSEN
1849,DRUSEN
1850,CNV
1851,CNV
1852,CNV
1853,DRUSEN
1854,CNV
1855,DME
1856,NORMAL
1857,CNV
1858,DRUSEN
1859,NORMAL
1860,NORMAL
1861,DRUSEN
1862,CNV
1863,CNV
1864,CNV
1865,DME
1866,DME
1867,CNV
1868,NORMAL
1869,NORMAL
1870,CNV
1871,CNV
1872,DME
1873,CNV
1874,NORMAL
1875,NORMAL
1876,NORMAL
1877,NORMAL
1878,NORMAL
1879,CNV
1880,CNV
1881,NORMAL
1882,NORMAL
1883,DME
1884,CNV
1885,DRUSEN
1886,CNV
1887,NORMAL
1888,CNV
1889,DRUSEN
1890,DRUSEN
1891,NORMAL
1892,DRUSEN
1893,DME
1894,DRUSEN
1895,NORMAL
1896,DRUSEN
1897,DRUSEN
1898,NORMAL
1899,NORMAL
1900,DRUSEN
1901,NORMAL
1902,CNV
1903,NORMAL
1904,CNV
1905,NORMAL
1906,DRUSEN
1907,NORMAL
1908,CNV
1909,DRUSEN
1910,DRUSEN
1911,DME
1912,NORMAL
1913,DME
1914,CNV
1915,DRUSEN
1916,CNV
1917,DRUSEN
1918,NORMAL
1919,NORMAL
1920,CNV
1921,DRUSEN
1922,CNV
1923,CNV
1924,CNV
1925,NORMAL
1926,CNV
1927,CNV
1928,NORMAL
1929,CNV
1930,DME
1931,DRUSEN
1932,DME
1933,CNV
1934,NORMAL
1935,DRUSEN
1936,NORMAL
1937,DRUSEN
1938,DRUSEN
1939,NORMAL
1940,CNV
1941,NORMAL
1942,DME
1943,CNV
1944,DRUSEN
1945,CNV
1946,DME
1947,DME
1948,NORMAL
1949,DRUSEN
1950,NORMAL
1951,NORMAL
1952,CNV
1953,CNV
1954,DME
1955,CNV
1956,NORMAL
1957,DME
1958,CNV
1959,CNV
1960,NORMAL
1961,CNV
1962,NORMAL
1963,NORMAL
1964,NORMAL
1965,NORMAL
1966,CNV
1967,DRUSEN
1968,NORMAL
1969,CNV
1970,DRUSEN
1971,DRUSEN
1972,NORMAL
1973,CNV
1974,CNV
1975,DRUSEN
1976,DME
1977,DME
1978,DRUSEN
1979,DRUSEN
1980,NORMAL
1981,DRUSEN
1982,DRUSEN
1983,DRUSEN
1984,NORMAL
1985,NORMAL
1986,CNV
1987,DME
1988,CNV
1989,CNV
1990,CNV
1991,NORMAL
1992,CNV
1993,DRUSEN
1994,DRUSEN
1995,CNV
1996,CNV
1997,NORMAL
1998,DME
1999,DRUSEN
2000,DME
2001,NORMAL
2002,CNV
2003,CNV
2004,DME
2005,DRUSEN
2006,NORMAL
2007,DRUSEN
2008,DRUSEN
2009,DME
2010,CNV
2011,DME
2012,CNV
2013,CNV
2014,CNV
2015,NORMAL
2016,NORMAL
2017,CNV
2018,CNV
2019,NORMAL
2020,DME
2021,NORMAL
2022,CNV
2023,NORMAL
2024,NORMAL
2025,NORMAL
2026,DRUSEN
2027,CNV
2028,CNV
2029,CNV
2030,NORMAL
2031,DRUSEN
2032,CNV
2033,DRUSEN
2034,CNV
2035,DRUSEN
2036,NORMAL
2037,DRUSEN
2038,NORMAL
2039,CNV
2040,NORMAL
2041,CNV
2042,DRUSEN
2043,CNV
2044,DRUSEN
2045,NORMAL
2046,DME
2047,CNV
2048,DRUSEN
2049,DRUSEN
2050,CNV
2051,DRUSEN
2052,NORMAL
2053,NORMAL
2054,NORMAL
2055,NORMAL
2056,NORMAL
2057,DRUSEN
2058,DRUSEN
2059,DRUSEN
2060,NORMAL
2061,CNV
2062,DRUSEN
2063,DME
2064,CNV
2065,NORMAL
2066,CNV
2067,CNV
2068,NORMAL
2069,DRUSEN
2070,NORMAL
2071,DRUSEN
2072,NORMAL
2073,NORMAL
2074,CNV
2075,NORMAL
2076,CNV
2077,CNV
2078,NORMAL
2079,DRUSEN
2080,CNV
2081,CNV
2082,NORMAL
2083,DRUSEN
2084,NORMAL
2085,DME
2086,CNV
2087,DRUSEN
2088,CNV
2089,DRUSEN
2090,NORMAL
2091,NORMAL
2092,NORMAL
2093,NORMAL
2094,CNV
2095,CNV
2096,NORMAL
2097,DRUSEN
2098,NORMAL
2099,CNV
2100,DRUSEN
2101,NORMAL
2102,NORMAL
2103,NORMAL
2104,NORMAL
2105,CNV
2106,CNV
2107,NORMAL
2108,NORMAL
2109,DRUSEN
2110,NORMAL
2111,NORMAL
2112,CNV
2113,DRUSEN
2114,CNV
2115,NORMAL
2116,NORMAL
2117,DME
2118,DRUSEN
2119,DRUSEN
2120,CNV
2121,CNV
2122,NORMAL
2123,CNV
2124,CNV
2125,DRUSEN
2126,CNV
2127,CNV
2128,NORMAL
2129,NORMAL
2130,NORMAL
2131,CNV
2132,NORMAL
2133,NORMAL
2134,CNV
2135,NORMAL
2136,DRUSEN
2137,NORMAL
2138,NORMAL
2139,CNV
2140,CNV
2141,DRUSEN
2142,DRUSEN
2143,CNV
2144,DRUSEN
2145,NORMAL
2146,DRUSEN
2147,DME
2148,CNV
2149,CNV
2150,NORMAL
2151,CNV
2152,NORMAL
2153,NORMAL
2154,NORMAL
2155,CNV
2156,CNV
2157,CNV
2158,NORMAL
2159,DRUSEN
2160,DRUSEN
2161,CNV
2162,DRUSEN
2163,NORMAL
2164,DRUSEN
2165,DME
2166,NORMAL
2167,DRUSEN
2168,CNV
2169,CNV
2170,CNV
2171,NORMAL
2172,CNV
2173,NORMAL
2174,CNV
2175,NORMAL
2176,DRUSEN
2177,DME
2178,NORMAL
2179,DRUSEN
2180,DRUSEN
2181,DRUSEN
2182,CNV
2183,DRUSEN
2184,NORMAL
2185,CNV
2186,NORMAL
2187,NORMAL
2188,NORMAL
2189,NORMAL
2190,NORMAL
2191,NORMAL
2192,DME
2193,CNV
2194,NORMAL
2195,CNV
2196,CNV
2197,DME
2198,NORMAL
2199,CNV
2200,NORMAL
2201,CNV
2202,DRUSEN
2203,NORMAL
2204,CNV
2205,NORMAL
2206,CNV
2207,DME
2208,NORMAL
2209,DRUSEN
2210,NORMAL
2211,DRUSEN
2212,DME
2213,NORMAL
2214,DRUSEN
2215,NORMAL
2216,NORMAL
2217,DRUSEN
2218,DRUSEN
2219,NORMAL
2220,NORMAL
2221,NORMAL
2222,CNV
2223,CNV
2224,CNV
2225,DRUSEN
2226,DRUSEN
2227,DRUSEN
2228,NORMAL
2229,CNV
2230,CNV
2231,NORMAL
2232,NORMAL
2233,DRUSEN
2234,CNV
2235,NORMAL
2236,DRUSEN
2237,NORMAL
2238,CNV
2239,DRUSEN
2240,CNV
2241,CNV
2242,CNV
2243,NORMAL
2244,CNV
2245,CNV
2246,NORMAL
2247,DRUSEN
2248,NORMAL
2249,CNV
2250,CNV
2251,CNV
2252,NORMAL
2253,DRUSEN
2254,NORMAL
2255,DRUSEN
2256,DRUSEN
2257,CNV
2258,DRUSEN
2259,NORMAL
2260,CNV
2261,NORMAL
2262,CNV
2263,CNV
2264,NORMAL
2265,DME
2266,NORMAL
2267,DME
2268,DRUSEN
2269,NORMAL
2270,CNV
2271,NORMAL
2272,NORMAL
2273,NORMAL
2274,NORMAL
2275,NORMAL
2276,NORMAL
2277,NORMAL
2278,DRUSEN
2279,CNV
2280,NORMAL
2281,CNV
2282,DRUSEN
2283,DME
2284,DRUSEN
2285,NORMAL
2286,CNV
2287,NORMAL
2288,NORMAL
2289,NORMAL
2290,NORMAL
2291,NORMAL
2292,DRUSEN
2293,DRUSEN
2294,CNV
2295,CNV
2296,NORMAL
2297,DME
2298,CNV
2299,CNV
2300,DRUSEN
2301,NORMAL
2302,CNV
2303,NORMAL
2304,CNV
2305,DRUSEN
2306,DME
2307,DRUSEN
2308,NORMAL
2309,DRUSEN
2310,CNV
2311,CNV
2312,NORMAL
2313,CNV
2314,DME
2315,CNV
2316,DRUSEN
2317,CNV
2318,DME
2319,DRUSEN
2320,DRUSEN
2321,NORMAL
2322,DRUSEN
2323,CNV
2324,DRUSEN
2325,CNV
2326,DRUSEN
2327,DME
2328,NORMAL
2329,CNV
2330,NORMAL
2331,CNV
2332,DRUSEN
2333,DRUSEN
2334,NORMAL
2335,CNV
2336,DRUSEN
2337,CNV
2338,CNV
2339,CNV
2340,NORMAL
2341,NORMAL
2342,NORMAL
2343,NORMAL
2344,CNV
2345,NORMAL
2346,DRUSEN
2347,DRUSEN
2348,DME
2349,NORMAL
2350,CNV
2351,CNV
2352,NORMAL
2353,CNV
2354,CNV
2355,CNV
2356,DRUSEN
2357,DRUSEN
2358,NORMAL
2359,NORMAL
2360,NORMAL
2361,NORMAL
2362,DRUSEN
2363,NORMAL
2364,CNV
2365,CNV
2366,NORMAL
2367,NORMAL
2368,NORMAL
2369,NORMAL
2370,NORMAL
2371,NORMAL
2372,CNV
2373,DRUSEN
2374,NORMAL
2375,CNV
2376,NORMAL
2377,NORMAL
2378,DRUSEN
2379,CNV
2380,CNV
2381,DRUSEN
2382,CNV
2383,DME
2384,DRUSEN
2385,DRUSEN
2386,DME
2387,NORMAL
2388,CNV
2389,NORMAL
2390,DME
2391,DRUSEN
2392,NORMAL
2393,DRUSEN
2394,NORMAL
2395,CNV
2396,DME
2397,DRUSEN
2398,CNV
2399,DRUSEN
2400,DRUSEN
2401,DRUSEN
2402,NORMAL
2403,NORMAL
2404,CNV
2405,DRUSEN
2406,NORMAL
2407,DRUSEN
2408,DME
2409,DRUSEN
2410,DRUSEN
2411,CNV
2412,CNV
2413,CNV
2414,CNV
2415,NORMAL
2416,DRUSEN
2417,DRUSEN
2418,CNV
2419,CNV
2420,CNV
2421,DRUSEN
2422,NORMAL
2423,DRUSEN
2424,NORMAL
2425,NORMAL
2426,DRUSEN
2427,CNV
2428,DRUSEN
2429,CNV
2430,DRUSEN
2431,CNV
2432,NORMAL
2433,NORMAL
2434,NORMAL
2435,NORMAL
2436,DRUSEN
2437,CNV
2438,DME
2439,NORMAL
2440,DME
2441,CNV
2442,NORMAL
2443,DRUSEN
2444,DRUSEN
2445,DME
2446,NORMAL
2447,DRUSEN
2448,CNV
2449,NORMAL
2450,DME
2451,DRUSEN
2452,NORMAL
2453,DRUSEN
2454,NORMAL
2455,NORMAL
2456,CNV
2457,NORMAL
2458,CNV
2459,NORMAL
2460,CNV
2461,NORMAL
2462,CNV
2463,DRUSEN
2464,CNV
2465,NORMAL
2466,NORMAL
2467,CNV
2468,DRUSEN
2469,CNV
2470,DRUSEN
2471,CNV
2472,NORMAL
2473,NORMAL
2474,CNV
2475,CNV
2476,DME
2477,DRUSEN
2478,NORMAL
2479,DRUSEN
2480,CNV
2481,DRUSEN
2482,DRUSEN
2483,CNV
2484,NORMAL
2485,NORMAL
2486,NORMAL
2487,DRUSEN
2488,CNV
2489,NORMAL
2490,CNV
2491,DRUSEN
2492,NORMAL
2493,NORMAL
2494,DME
2495,NORMAL
2496,NORMAL
2497,NORMAL
2498,NORMAL
2499,NORMAL
2500,DRUSEN
2501,CNV
2502,DME
2503,NORMAL
2504,NORMAL
2505,DME
2506,CNV
2507,NORMAL
2508,CNV
2509,DRUSEN
2510,NORMAL
2511,NORMAL
2512,DRUSEN
2513,DME
2514,DRUSEN
2515,NORMAL
2516,CNV
2517,NORMAL
2518,DRUSEN
2519,NORMAL
2520,DRUSEN
2521,NORMAL
2522,NORMAL
2523,NORMAL
2524,DRUSEN
2525,NORMAL
2526,NORMAL
2527,CNV
2528,NORMAL
2529,CNV
2530,CNV
2531,DRUSEN
2532,CNV
2533,DRUSEN
2534,CNV
2535,NORMAL
2536,DRUSEN
2537,NORMAL
2538,NORMAL
2539,DRUSEN
2540,CNV
2541,DRUSEN
2542,DRUSEN
2543,DRUSEN
2544,CNV
2545,CNV
2546,DRUSEN
2547,CNV
2548,CNV
2549,NORMAL
2550,DRUSEN
2551,DRUSEN
2552,NORMAL
2553,CNV
2554,DRUSEN
2555,CNV
2556,CNV
2557,DME
2558,NORMAL
2559,DRUSEN
2560,DRUSEN
2561,NORMAL
2562,NORMAL
2563,CNV
2564,DRUSEN
2565,DRUSEN
2566,DME
2567,NORMAL
2568,DRUSEN
2569,CNV
2570,CNV
2571,NORMAL
2572,CNV
2573,NORMAL
2574,NORMAL
2575,NORMAL
2576,CNV
2577,NORMAL
2578,NORMAL
2579,DRUSEN
2580,CNV
2581,DME
2582,DRUSEN
2583,NORMAL
2584,DRUSEN
2585,NORMAL
2586,DME
2587,CNV
2588,DRUSEN
2589,DME
2590,NORMAL
2591,DRUSEN
2592,DRUSEN
2593,CNV
2594,NORMAL
2595,NORMAL
2596,NORMAL
2597,NORMAL
2598,NORMAL
2599,DME
2600,NORMAL
2601,CNV
2602,DRUSEN
2603,NORMAL
2604,NORMAL
2605,NORMAL
2606,DME
2607,DRUSEN
2608,CNV
2609,CNV
2610,DRUSEN
2611,DRUSEN
2612,CNV
2613,NORMAL
2614,CNV
2615,DRUSEN
2616,CNV
2617,DRUSEN
2618,NORMAL
2619,CNV
2620,CNV
2621,CNV
2622,NORMAL
2623,NORMAL
2624,DRUSEN
2625,DRUSEN
2626,DRUSEN
2627,CNV
2628,DRUSEN
2629,NORMAL
2630,DRUSEN
2631,NORMAL
2632,NORMAL
2633,CNV
2634,DME
2635,DRUSEN
2636,NORMAL
2637,NORMAL
2638,CNV
2639,DRUSEN
2640,CNV
2641,DRUSEN
2642,DRUSEN
2643,CNV
2644,NORMAL
2645,CNV
2646,DRUSEN
2647,CNV
2648,CNV
2649,DRUSEN
2650,DME
2651,NORMAL
2652,NORMAL
2653,NORMAL
2654,CNV
2655,NORMAL
2656,CNV
2657,DME
2658,NORMAL
2659,DRUSEN
2660,CNV
2661,CNV
2662,DRUSEN
2663,NORMAL
2664,NORMAL
2665,CNV
2666,CNV
2667,DRUSEN
2668,DME
2669,DRUSEN
2670,NORMAL
2671,NORMAL
2672,DRUSEN
2673,DRUSEN
2674,NORMAL
2675,NORMAL
2676,NORMAL
2677,NORMAL
2678,DRUSEN
2679,NORMAL
2680,NORMAL
2681,DRUSEN
2682,NORMAL
2683,CNV
2684,NORMAL
2685,NORMAL
2686,NORMAL
2687,NORMAL
2688,NORMAL
2689,CNV
2690,NORMAL
2691,CNV
2692,DRUSEN
2693,CNV
2694,NORMAL
2695,DRUSEN
2696,NORMAL
2697,CNV
2698,CNV
2699,CNV
2700,CNV
2701,CNV
2702,DRUSEN
2703,NORMAL
2704,DRUSEN
2705,CNV
2706,DME
2707,NORMAL
2708,NORMAL
2709,DRUSEN
2710,NORMAL
2711,DRUSEN
2712,NORMAL
2713,CNV
2714,NORMAL
2715,CNV
2716,CNV
2717,DME
2718,NORMAL
2719,DRUSEN
2720,CNV
2721,CNV
2722,DME
2723,DRUSEN
2724,NORMAL
2725,CNV
2726,NORMAL
2727,CNV
2728,CNV
2729,NORMAL
2730,NORMAL
2731,NORMAL
2732,CNV
2733,CNV
2734,CNV
2735,NORMAL
2736,NORMAL
2737,DRUSEN
2738,NORMAL
2739,DRUSEN
2740,DME
2741,DRUSEN
2742,DME
2743,DRUSEN
2744,DRUSEN
2745,CNV
2746,CNV
2747,NORMAL
2748,DRUSEN
2749,DRUSEN
2750,DRUSEN
2751,CNV
2752,NORMAL
2753,NORMAL
2754,NORMAL
2755,NORMAL
2756,CNV
2757,DRUSEN
2758,DRUSEN
2759,NORMAL
2760,NORMAL
2761,CNV
2762,DME
2763,NORMAL
2764,DME
2765,NORMAL
2766,DRUSEN
2767,NORMAL
2768,NORMAL
2769,DRUSEN
2770,DRUSEN
2771,NORMAL
2772,CNV
2773,NORMAL
2774,NORMAL
2775,CNV
2776,DRUSEN
2777,CNV
2778,NORMAL
2779,DRUSEN
2780,CNV
2781,NORMAL
2782,NORMAL
2783,NORMAL
2784,DRUSEN
2785,NORMAL
2786,DRUSEN
2787,NORMAL
2788,DRUSEN
2789,CNV
2790,NORMAL
2791,DRUSEN
2792,CNV
2793,NORMAL
2794,DME
2795,CNV
2796,NORMAL
2797,CNV
2798,NORMAL
2799,DME
2800,DRUSEN
2801,NORMAL
2802,CNV
2803,NORMAL
2804,DRUSEN
2805,NORMAL
2806,NORMAL
2807,NORMAL
2808,DME
2809,DRUSEN
2810,DRUSEN
2811,NORMAL
2812,CNV
2813,NORMAL
2814,DRUSEN
2815,CNV
2816,DRUSEN
2817,DME
2818,CNV
2819,CNV
2820,NORMAL
2821,CNV
2822,NORMAL
2823,NORMAL
2824,DRUSEN
2825,CNV
2826,DME
2827,DRUSEN
2828,CNV
2829,DRUSEN
2830,NORMAL
2831,CNV
2832,CNV
2833,CNV
2834,DRUSEN
2835,NORMAL
2836,NORMAL
2837,CNV
2838,NORMAL
2839,DRUSEN
2840,NORMAL
2841,NORMAL
2842,CNV
2843,NORMAL
2844,DRUSEN
2845,DRUSEN
2846,NORMAL
2847,NORMAL
2848,DME
2849,DRUSEN
2850,CNV
2851,CNV
2852,DRUSEN
2853,NORMAL
2854,DRUSEN
2855,NORMAL
2856,DRUSEN
2857,CNV
2858,CNV
2859,DRUSEN
2860,NORMAL
2861,CNV
2862,CNV
2863,DME
2864,NORMAL
2865,CNV
2866,CNV
2867,NORMAL
2868,CNV
2869,NORMAL
2870,NORMAL
2871,CNV
2872,CNV
2873,DRUSEN
2874,CNV
2875,CNV
2876,NORMAL
2877,CNV
2878,CNV
2879,CNV
2880,CNV
2881,NORMAL
2882,NORMAL
2883,DRUSEN
2884,CNV
2885,CNV
2886,CNV
2887,DRUSEN
2888,NORMAL
2889,CNV
2890,DRUSEN
2891,NORMAL
2892,CNV
2893,DRUSEN
2894,DRUSEN
2895,DRUSEN
2896,CNV
2897,CNV
2898,DRUSEN
2899,CNV
2900,NORMAL
2901,DRUSEN
2902,NORMAL
2903,NORMAL
2904,DRUSEN
2905,CNV
2906,DRUSEN
2907,NORMAL
2908,NORMAL
2909,CNV
2910,CNV
2911,DRUSEN
2912,DRUSEN
2913,NORMAL
2914,NORMAL
2915,CNV
2916,NORMAL
2917,DME
2918,NORMAL
2919,DRUSEN
2920,CNV
2921,DRUSEN
2922,CNV
2923,CNV
2924,DRUSEN
2925,DRUSEN
2926,NORMAL
2927,DME
2928,CNV
2929,CNV
2930,NORMAL
2931,NORMAL
2932,CNV
2933,DRUSEN
2934,NORMAL
2935,DRUSEN
2936,DRUSEN
2937,NORMAL
2938,CNV
2939,CNV
2940,DRUSEN
2941,CNV
2942,CNV
2943,DRUSEN
2944,CNV
2945,CNV
2946,NORMAL
2947,DRUSEN
2948,DRUSEN
2949,CNV
2950,CNV
2951,CNV
2952,CNV
2953,DRUSEN
2954,DRUSEN
2955,DRUSEN
2956,NORMAL
2957,CNV
2958,NORMAL
2959,NORMAL
2960,CNV
2961,DRUSEN
2962,DRUSEN
2963,NORMAL
2964,CNV
2965,NORMAL
2966,NORMAL
2967,NORMAL
2968,NORMAL
2969,CNV
2970,CNV
2971,DRUSEN
2972,DRUSEN
2973,DRUSEN
2974,DRUSEN
2975,CNV
2976,CNV
2977,CNV
2978,CNV
2979,CNV
2980,DRUSEN
2981,DRUSEN
2982,CNV
2983,NORMAL
2984,CNV
2985,NORMAL
2986,CNV
2987,CNV
2988,DME
2989,CNV
2990,NORMAL
2991,CNV
2992,CNV
2993,DRUSEN
2994,NORMAL
2995,NORMAL
2996,NORMAL
2997,DME
2998,DRUSEN
2999,DRUSEN
3000,NORMAL
3001,NORMAL
3002,CNV
3003,CNV
3004,DRUSEN
3005,NORMAL
3006,DRUSEN
3007,CNV
3008,DRUSEN
3009,CNV
3010,NORMAL
3011,NORMAL
3012,DRUSEN
3013,DME
3014,CNV
3015,NORMAL
3016,NORMAL
3017,DRUSEN
3018,NORMAL
3019,NORMAL
3020,DME
3021,NORMAL
3022,DRUSEN
3023,NORMAL
3024,CNV
3025,NORMAL
3026,NORMAL
3027,NORMAL
3028,CNV
3029,NORMAL
3030,CNV
3031,DME
3032,DME
3033,NORMAL
3034,NORMAL
3035,NORMAL
3036,NORMAL
3037,DRUSEN
3038,DRUSEN
3039,NORMAL
3040,NORMAL
3041,CNV
3042,CNV
3043,CNV
3044,DRUSEN
3045,NORMAL
3046,CNV
3047,DRUSEN
3048,CNV
3049,CNV
3050,DME
3051,NORMAL
3052,CNV
3053,NORMAL
3054,NORMAL
3055,CNV
3056,CNV
3057,NORMAL
3058,NORMAL
3059,CNV
3060,DRUSEN
3061,CNV
3062,NORMAL
3063,NORMAL
3064,NORMAL
3065,DRUSEN
3066,CNV
3067,NORMAL
3068,CNV
3069,CNV
3070,NORMAL
3071,CNV
3072,NORMAL
3073,NORMAL
3074,DRUSEN
3075,CNV
3076,CNV
3077,NORMAL
3078,CNV
3079,DRUSEN
3080,CNV
3081,DRUSEN
3082,NORMAL
3083,NORMAL
3084,NORMAL
3085,CNV
3086,CNV
3087,CNV
3088,DME
3089,CNV
3090,NORMAL
3091,NORMAL
3092,DRUSEN
3093,DRUSEN
3094,NORMAL
3095,DRUSEN
3096,NORMAL
3097,NORMAL
3098,DME
3099,NORMAL
3100,NORMAL
3101,NORMAL
3102,CNV
3103,CNV
3104,NORMAL
3105,NORMAL
3106,CNV
3107,DRUSEN
3108,CNV
3109,DME
3110,DRUSEN
3111,CNV
3112,NORMAL
3113,NORMAL
3114,DRUSEN
3115,NORMAL
3116,DRUSEN
3117,NORMAL
3118,DRUSEN
3119,DRUSEN
3120,NORMAL
3121,NORMAL
3122,NORMAL
3123,CNV
3124,CNV
3125,DRUSEN
3126,DRUSEN
3127,DME
3128,DRUSEN
3129,CNV
3130,NORMAL
3131,NORMAL
3132,NORMAL
3133,NORMAL
3134,CNV
3135,CNV
3136,CNV
3137,NORMAL
3138,CNV
3139,DRUSEN
3140,DRUSEN
3141,NORMAL
3142,NORMAL
3143,DRUSEN
3144,NORMAL
3145,CNV
3146,CNV
3147,NORMAL
3148,DRUSEN
3149,NORMAL
3150,NORMAL
3151,NORMAL
3152,NORMAL
3153,DRUSEN
3154,CNV
3155,NORMAL
3156,CNV
3157,CNV
3158,DRUSEN
3159,NORMAL
3160,CNV
3161,CNV
3162,CNV
3163,NORMAL
3164,CNV
3165,DME
3166,DME
3167,DRUSEN
3168,NORMAL
3169,DRUSEN
3170,CNV
3171,DRUSEN
3172,DRUSEN
3173,CNV
3174,NORMAL
3175,NORMAL
3176,CNV
3177,NORMAL
3178,NORMAL
3179,NORMAL
3180,CNV
3181,CNV
3182,DRUSEN
3183,NORMAL
3184,NORMAL
3185,CNV
3186,CNV
3187,DME
3188,DRUSEN
3189,DRUSEN
3190,CNV
3191,DRUSEN
3192,CNV
3193,CNV
3194,NORMAL
3195,CNV
3196,CNV
3197,NORMAL
3198,NORMAL
3199,DME
3200,CNV
3201,DRUSEN
3202,CNV
3203,CNV
3204,CNV
3205,CNV
3206,DRUSEN
3207,NORMAL
3208,NORMAL
3209,DRUSEN
3210,DRUSEN
3211,CNV
3212,DRUSEN
3213,NORMAL
3214,NORMAL
3215,NORMAL
3216,DRUSEN
3217,CNV
3218,DRUSEN
3219,NORMAL
3220,NORMAL
3221,NORMAL
3222,NORMAL
3223,DRUSEN
3224,NORMAL
3225,DRUSEN
3226,CNV
3227,NORMAL
3228,NORMAL
3229,CNV
3230,DRUSEN
3231,CNV
3232,NORMAL
3233,DRUSEN
3234,DRUSEN
3235,NORMAL
3236,DRUSEN
3237,CNV
3238,DRUSEN
3239,NORMAL
3240,CNV
3241,NORMAL
3242,DRUSEN
3243,CNV
3244,DME
3245,NORMAL
3246,NORMAL
3247,DRUSEN
3248,DRUSEN
3249,NORMAL
3250,CNV
3251,DRUSEN
3252,NORMAL
3253,NORMAL
3254,NORMAL
3255,CNV
3256,NORMAL
3257,CNV
3258,DME
3259,NORMAL
3260,NORMAL
3261,DRUSEN
3262,DRUSEN
3263,CNV
3264,DRUSEN
3265,NORMAL
3266,NORMAL
3267,CNV
3268,NORMAL
3269,CNV
3270,CNV
3271,CNV
3272,NORMAL
3273,NORMAL
3274,CNV
3275,NORMAL
3276,CNV
3277,CNV
3278,NORMAL
3279,DRUSEN
3280,DRUSEN
3281,DRUSEN
3282,CNV
3283,NORMAL
3284,DME
3285,DRUSEN
3286,CNV
3287,CNV
3288,DRUSEN
3289,DRUSEN
3290,NORMAL
3291,CNV
3292,CNV
3293,DRUSEN
3294,CNV
3295,CNV
3296,CNV
3297,DRUSEN
3298,NORMAL
3299,DRUSEN
3300,CNV
3301,DRUSEN
3302,NORMAL
3303,NORMAL
3304,NORMAL
3305,CNV
3306,DRUSEN
3307,DRUSEN
3308,CNV
3309,CNV
3310,NORMAL
3311,NORMAL
3312,CNV
3313,DME
3314,DRUSEN
3315,CNV
3316,NORMAL
3317,CNV
3318,CNV
3319,DRUSEN
3320,CNV
3321,DRUSEN
3322,NORMAL
3323,NORMAL
3324,DRUSEN
3325,NORMAL
3326,CNV
3327,DRUSEN
3328,CNV
3329,CNV
3330,DRUSEN
3331,DME
3332,DRUSEN
3333,DRUSEN
3334,CNV
3335,DRUSEN
3336,CNV
3337,CNV
3338,CNV
3339,NORMAL
3340,DRUSEN
3341,NORMAL
3342,CNV
3343,CNV
3344,NORMAL
3345,NORMAL
3346,NORMAL
3347,NORMAL
3348,NORMAL
3349,NORMAL
3350,CNV
3351,CNV
3352,DME
3353,DME
3354,NORMAL
3355,DRUSEN
3356,CNV
3357,CNV
3358,DME
3359,DME
3360,CNV
3361,DRUSEN
3362,DME
3363,DRUSEN
3364,NORMAL
3365,CNV
3366,NORMAL
3367,DME
3368,DRUSEN
3369,DRUSEN
3370,CNV
3371,CNV
3372,DME
3373,DRUSEN
3374,CNV
3375,CNV
3376,DRUSEN
3377,CNV
3378,NORMAL
3379,DRUSEN
3380,CNV
3381,CNV
3382,NORMAL
3383,NORMAL
3384,DME
3385,DRUSEN
3386,CNV
3387,DRUSEN
3388,DME
3389,NORMAL
3390,NORMAL
3391,NORMAL
3392,NORMAL
3393,CNV
3394,DRUSEN
3395,CNV
3396,DME
3397,NORMAL
3398,CNV
3399,NORMAL
3400,DME
3401,CNV
3402,NORMAL
3403,DRUSEN
3404,CNV
3405,CNV
3406,CNV
3407,CNV
3408,DME
3409,DME
3410,DME
3411,NORMAL
3412,NORMAL
3413,CNV
3414,NORMAL
3415,CNV
3416,DRUSEN
3417,NORMAL
3418,DRUSEN
3419,NORMAL
3420,NORMAL
3421,CNV
3422,NORMAL
3423,DRUSEN
3424,NORMAL
3425,CNV
3426,DRUSEN
3427,CNV
3428,DME
3429,DRUSEN
3430,NORMAL
3431,CNV
3432,DRUSEN
3433,DRUSEN
3434,NORMAL
3435,DRUSEN
3436,DME
3437,CNV
3438,CNV
3439,CNV
3440,NORMAL
3441,CNV
3442,DRUSEN
3443,CNV
3444,CNV
3445,DME
3446,CNV
3447,CNV
3448,CNV
3449,DRUSEN
3450,NORMAL
3451,DRUSEN
3452,DRUSEN
3453,NORMAL
